,id,publication_year,cited_by_count,author_ids
47,https://openalex.org/W2024665458,2008,329,['https://openalex.org/A5055710645']
48,https://openalex.org/W4245592878,2011,328,"['https://openalex.org/A5051257652', 'https://openalex.org/A5000679279']"
49,https://openalex.org/W2091271795,2005,310,"['https://openalex.org/A5018463374', 'https://openalex.org/A5034438905', 'https://openalex.org/A5018997782']"
50,https://openalex.org/W2787887656,2018,310,"['https://openalex.org/A5009319874', 'https://openalex.org/A5072647467', 'https://openalex.org/A5008584000', 'https://openalex.org/A5078288116', 'https://openalex.org/A5055710645']"
51,https://openalex.org/W2001644739,2010,306,"['https://openalex.org/A5043657584', 'https://openalex.org/A5017914184', 'https://openalex.org/A5076741224']"
52,https://openalex.org/W3124416153,2012,303,"['https://openalex.org/A5013873819', 'https://openalex.org/A5056499434', 'https://openalex.org/A5024303852']"
53,https://openalex.org/W2286696846,2016,299,"['https://openalex.org/A5030079806', 'https://openalex.org/A5035111732', 'https://openalex.org/A5078581523', 'https://openalex.org/A5056499434']"
54,https://openalex.org/W4206236567,2022,295,"['https://openalex.org/A5043657584', 'https://openalex.org/A5017914184', 'https://openalex.org/A5085938112', 'https://openalex.org/A5043862617', 'https://openalex.org/A5029575305', 'https://openalex.org/A5030020822', 'https://openalex.org/A5025970920', 'https://openalex.org/A5022408597', 'https://openalex.org/A5067737557']"
55,https://openalex.org/W2125349172,2008,291,"['https://openalex.org/A5066696247', 'https://openalex.org/A5055710645', 'https://openalex.org/A5000679279']"
56,https://openalex.org/W2148527862,2013,281,"['https://openalex.org/A5048789742', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738']"
57,https://openalex.org/W2161335593,2005,280,"['https://openalex.org/A5000679279', 'https://openalex.org/A5001893057', 'https://openalex.org/A5066912513', 'https://openalex.org/A5040821463']"
58,https://openalex.org/W2064786700,2007,275,['https://openalex.org/A5000679279']
59,https://openalex.org/W2072455842,2014,267,"['https://openalex.org/A5027074094', 'https://openalex.org/A5056499434', 'https://openalex.org/A5040287174', 'https://openalex.org/A5081956768']"
60,https://openalex.org/W1970624555,2012,264,"['https://openalex.org/A5031955814', 'https://openalex.org/A5017914184', 'https://openalex.org/A5077470909', 'https://openalex.org/A5044320951', 'https://openalex.org/A5040470434']"
61,https://openalex.org/W2022867359,2012,258,"['https://openalex.org/A5044791875', 'https://openalex.org/A5041348628', 'https://openalex.org/A5055710645']"
62,https://openalex.org/W3125427501,2016,258,"['https://openalex.org/A5056499434', 'https://openalex.org/A5053559282', 'https://openalex.org/A5024663213', 'https://openalex.org/A5068651250', 'https://openalex.org/A5050021092']"
63,https://openalex.org/W2046643693,2011,256,"['https://openalex.org/A5085763758', 'https://openalex.org/A5055710645', 'https://openalex.org/A5040052580', 'https://openalex.org/A5029418921']"
64,https://openalex.org/W2999682719,2020,246,"['https://openalex.org/A5062432559', 'https://openalex.org/A5056499434', 'https://openalex.org/A5020533147']"
65,https://openalex.org/W2236311326,2016,245,"['https://openalex.org/A5042485179', 'https://openalex.org/A5056499434']"
66,https://openalex.org/W3125936870,2020,245,"['https://openalex.org/A5020533147', 'https://openalex.org/A5042485179', 'https://openalex.org/A5050164598', 'https://openalex.org/A5056499434']"
67,https://openalex.org/W2147154374,2012,242,"['https://openalex.org/A5011012964', 'https://openalex.org/A5076876084', 'https://openalex.org/A5058655480', 'https://openalex.org/A5055710645']"
68,https://openalex.org/W2105123723,2014,232,"['https://openalex.org/A5056499434', 'https://openalex.org/A5081956768', 'https://openalex.org/A5082330712', 'https://openalex.org/A5010495671']"
69,https://openalex.org/W2029130073,2010,231,"['https://openalex.org/A5002092845', 'https://openalex.org/A5002020728', 'https://openalex.org/A5082358191', 'https://openalex.org/A5053938061']"
70,https://openalex.org/W2041161771,2010,231,"['https://openalex.org/A5000663587', 'https://openalex.org/A5053938061', 'https://openalex.org/A5011228873', 'https://openalex.org/A5021346979', 'https://openalex.org/A5046546654']"
71,https://openalex.org/W1437329646,2015,230,"['https://openalex.org/A5040887030', 'https://openalex.org/A5002455634', 'https://openalex.org/A5056499434', 'https://openalex.org/A5010495671']"
72,https://openalex.org/W2152513188,2014,226,"['https://openalex.org/A5027859155', 'https://openalex.org/A5053938061', 'https://openalex.org/A5027855219', 'https://openalex.org/A5065692438', 'https://openalex.org/A5071390808', 'https://openalex.org/A5021209136', 'https://openalex.org/A5082803450', 'https://openalex.org/A5037975948', 'https://openalex.org/A5050830060']"
73,https://openalex.org/W2963178340,2017,221,"['https://openalex.org/A5065203625', 'https://openalex.org/A5052541789', 'https://openalex.org/A5074393700', 'https://openalex.org/A5055710645', 'https://openalex.org/A5006380227']"
74,https://openalex.org/W2492054209,2016,219,"['https://openalex.org/A5017914184', 'https://openalex.org/A5031955814']"
75,https://openalex.org/W2128155832,2011,215,"['https://openalex.org/A5043657584', 'https://openalex.org/A5017914184', 'https://openalex.org/A5024044519', 'https://openalex.org/A5058389881']"
76,https://openalex.org/W2150607630,2012,212,"['https://openalex.org/A5027855219', 'https://openalex.org/A5065692438', 'https://openalex.org/A5053938061']"
77,https://openalex.org/W2963982496,2017,210,"['https://openalex.org/A5027041171', 'https://openalex.org/A5004918186', 'https://openalex.org/A5055710645', 'https://openalex.org/A5056551357', 'https://openalex.org/A5064986566']"
78,https://openalex.org/W2159558768,2013,206,"['https://openalex.org/A5031982402', 'https://openalex.org/A5035111732', 'https://openalex.org/A5056499434', 'https://openalex.org/A5081956768']"
79,https://openalex.org/W2114492847,2015,205,"['https://openalex.org/A5011644452', 'https://openalex.org/A5089836433', 'https://openalex.org/A5058972615', 'https://openalex.org/A5066457794', 'https://openalex.org/A5082645465', 'https://openalex.org/A5034438905']"
80,https://openalex.org/W2228174776,2016,200,"['https://openalex.org/A5085938112', 'https://openalex.org/A5017914184']"
81,https://openalex.org/W2551317447,2017,196,"['https://openalex.org/A5055710645', 'https://openalex.org/A5015520086', 'https://openalex.org/A5091272738', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281']"
82,https://openalex.org/W3130700834,2021,196,"['https://openalex.org/A5017914184', 'https://openalex.org/A5073961643']"
83,https://openalex.org/W2105347098,2013,195,"['https://openalex.org/A5056499434', 'https://openalex.org/A5071376083', 'https://openalex.org/A5006822609', 'https://openalex.org/A5081956768']"
84,https://openalex.org/W2958577954,2019,184,"['https://openalex.org/A5031955814', 'https://openalex.org/A5017914184']"
85,https://openalex.org/W2081896594,2012,181,"['https://openalex.org/A5062226737', 'https://openalex.org/A5051257652', 'https://openalex.org/A5000679279']"
86,https://openalex.org/W2295025549,2016,181,"['https://openalex.org/A5031955814', 'https://openalex.org/A5077470909', 'https://openalex.org/A5044320951', 'https://openalex.org/A5017914184']"
87,https://openalex.org/W1521255740,2014,169,"['https://openalex.org/A5017914184', 'https://openalex.org/A5009057782', 'https://openalex.org/A5038088191']"
88,https://openalex.org/W2570573182,2017,165,['https://openalex.org/A5000679279']
89,https://openalex.org/W2074990030,2014,160,"['https://openalex.org/A5022368086', 'https://openalex.org/A5001647657', 'https://openalex.org/A5083195897', 'https://openalex.org/A5053938061']"
90,https://openalex.org/W2950068534,2018,149,"['https://openalex.org/A5055710645', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281', 'https://openalex.org/A5052372722']"
91,https://openalex.org/W2374989452,2016,145,"['https://openalex.org/A5077308157', 'https://openalex.org/A5011644452', 'https://openalex.org/A5089836433', 'https://openalex.org/A5034438905', 'https://openalex.org/A5049923911']"
92,https://openalex.org/W3003162384,2020,142,"['https://openalex.org/A5072647467', 'https://openalex.org/A5074825066', 'https://openalex.org/A5055710645', 'https://openalex.org/A5040228064', 'https://openalex.org/A5052541789', 'https://openalex.org/A5014688170']"
93,https://openalex.org/W2616445838,2017,141,"['https://openalex.org/A5024044519', 'https://openalex.org/A5043657584', 'https://openalex.org/A5017914184']"
94,https://openalex.org/W4248633940,2018,140,"['https://openalex.org/A5055710645', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281', 'https://openalex.org/A5018937306']"
95,https://openalex.org/W3003606046,2020,134,"['https://openalex.org/A5006314379', 'https://openalex.org/A5017914184', 'https://openalex.org/A5068556395']"
96,https://openalex.org/W2596838841,2017,130,"['https://openalex.org/A5043657584', 'https://openalex.org/A5019902254', 'https://openalex.org/A5017914184']"
97,https://openalex.org/W3000970298,2020,130,"['https://openalex.org/A5082698243', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
98,https://openalex.org/W2972275627,2019,112,"['https://openalex.org/A5055171653', 'https://openalex.org/A5052536455', 'https://openalex.org/A5007164726', 'https://openalex.org/A5021501103', 'https://openalex.org/A5056499434', 'https://openalex.org/A5073702596']"
99,https://openalex.org/W3136402352,2021,111,"['https://openalex.org/A5058835700', 'https://openalex.org/A5082871870', 'https://openalex.org/A5088529118', 'https://openalex.org/A5020229584', 'https://openalex.org/A5017914184']"
100,https://openalex.org/W3023751895,2020,98,"['https://openalex.org/A5064296964', 'https://openalex.org/A5071122166', 'https://openalex.org/A5044564004', 'https://openalex.org/A5039803674', 'https://openalex.org/A5087990460', 'https://openalex.org/A5067118505']"
101,https://openalex.org/W4232317699,2020,98,"['https://openalex.org/A5020533147', 'https://openalex.org/A5061020925', 'https://openalex.org/A5031000779', 'https://openalex.org/A5040147624', 'https://openalex.org/A5056499434']"
102,https://openalex.org/W3027848310,2020,96,"['https://openalex.org/A5026949484', 'https://openalex.org/A5017914184', 'https://openalex.org/A5052372722', 'https://openalex.org/A5068556395']"
103,https://openalex.org/W3163163465,2021,96,"['https://openalex.org/A5028871710', 'https://openalex.org/A5020462137', 'https://openalex.org/A5063647785', 'https://openalex.org/A5056499434', 'https://openalex.org/A5014466973']"
104,https://openalex.org/W3093871831,2021,83,['https://openalex.org/A5017914184']
105,https://openalex.org/W3122113325,2021,78,"['https://openalex.org/A5030020822', 'https://openalex.org/A5020533147', 'https://openalex.org/A5054913386', 'https://openalex.org/A5056499434']"
106,https://openalex.org/W3128282934,2021,67,"['https://openalex.org/A5052536455', 'https://openalex.org/A5020533147', 'https://openalex.org/A5021501103', 'https://openalex.org/A5056499434']"
107,https://openalex.org/W4293105742,2022,67,"['https://openalex.org/A5048293280', 'https://openalex.org/A5073607499', 'https://openalex.org/A5054704736', 'https://openalex.org/A5061935602', 'https://openalex.org/A5017914184']"
108,https://openalex.org/W4319334192,2023,17,"['https://openalex.org/A5006314379', 'https://openalex.org/A5008439962', 'https://openalex.org/A5017914184', 'https://openalex.org/A5068556395', 'https://openalex.org/A5026949484', 'https://openalex.org/A5032408800', 'https://openalex.org/A5037475402']"
109,https://openalex.org/W2003927407,2002,310,"['https://openalex.org/A5077470909', 'https://openalex.org/A5017914184']"
110,https://openalex.org/W1971238646,1997,303,['https://openalex.org/A5055710645']
111,https://openalex.org/W2037859435,2003,254,"['https://openalex.org/A5023537206', 'https://openalex.org/A5060975667', 'https://openalex.org/A5055710645']"
112,https://openalex.org/W2106668931,2007,240,"['https://openalex.org/A5033935340', 'https://openalex.org/A5002658393', 'https://openalex.org/A5040821463', 'https://openalex.org/A5000679279']"
113,https://openalex.org/W2134353060,2009,203,"['https://openalex.org/A5011012964', 'https://openalex.org/A5066696247', 'https://openalex.org/A5055710645', 'https://openalex.org/A5076876084']"
114,https://openalex.org/W1975950716,2001,201,"['https://openalex.org/A5064274071', 'https://openalex.org/A5055710645', 'https://openalex.org/A5087136352']"
115,https://openalex.org/W1897619428,2007,200,['https://openalex.org/A5055710645']
116,https://openalex.org/W2111004121,2002,183,['https://openalex.org/A5055710645']
117,https://openalex.org/W2079988037,2007,182,"['https://openalex.org/A5056106335', 'https://openalex.org/A5077079119', 'https://openalex.org/A5017914184']"
118,https://openalex.org/W2020565603,2009,179,"['https://openalex.org/A5017914184', 'https://openalex.org/A5031955814', 'https://openalex.org/A5034311572']"
119,https://openalex.org/W2127270020,2004,177,"['https://openalex.org/A5017914184', 'https://openalex.org/A5048109415', 'https://openalex.org/A5034311572']"
120,https://openalex.org/W1970736635,2010,176,"['https://openalex.org/A5081884086', 'https://openalex.org/A5056499434', 'https://openalex.org/A5081956768', 'https://openalex.org/A5010495671']"
121,https://openalex.org/W2152078895,2012,171,"['https://openalex.org/A5077886235', 'https://openalex.org/A5071376083', 'https://openalex.org/A5010495671', 'https://openalex.org/A5080932283', 'https://openalex.org/A5056499434', 'https://openalex.org/A5081956768']"
122,https://openalex.org/W2066138269,2010,168,"['https://openalex.org/A5043657584', 'https://openalex.org/A5017914184', 'https://openalex.org/A5031955814', 'https://openalex.org/A5048659374']"
123,https://openalex.org/W2097781223,2010,165,"['https://openalex.org/A5027036879', 'https://openalex.org/A5078651528', 'https://openalex.org/A5000679279']"
124,https://openalex.org/W2051113535,2009,163,"['https://openalex.org/A5033887407', 'https://openalex.org/A5048624715', 'https://openalex.org/A5034438905', 'https://openalex.org/A5050591562', 'https://openalex.org/A5027208547', 'https://openalex.org/A5041011656']"
125,https://openalex.org/W2152886806,2013,159,"['https://openalex.org/A5072263832', 'https://openalex.org/A5038907218', 'https://openalex.org/A5081744093', 'https://openalex.org/A5055710645']"
126,https://openalex.org/W57515738,2002,158,"['https://openalex.org/A5018997782', 'https://openalex.org/A5020228087', 'https://openalex.org/A5034438905']"
127,https://openalex.org/W2059636449,1991,156,"['https://openalex.org/A5027911643', 'https://openalex.org/A5017914184']"
128,https://openalex.org/W2020358772,2010,151,"['https://openalex.org/A5040820784', 'https://openalex.org/A5078651528', 'https://openalex.org/A5081429241', 'https://openalex.org/A5000679279']"
129,https://openalex.org/W1576413238,2007,138,"['https://openalex.org/A5090969784', 'https://openalex.org/A5072399472', 'https://openalex.org/A5058953933', 'https://openalex.org/A5017914184', 'https://openalex.org/A5079710509']"
130,https://openalex.org/W2056390052,2010,137,"['https://openalex.org/A5017914184', 'https://openalex.org/A5031955814', 'https://openalex.org/A5015224456', 'https://openalex.org/A5043657584']"
131,https://openalex.org/W2147487625,2015,137,"['https://openalex.org/A5017914184', 'https://openalex.org/A5080059506', 'https://openalex.org/A5080532529', 'https://openalex.org/A5021914264', 'https://openalex.org/A5066291615']"
132,https://openalex.org/W3125040706,2014,137,"['https://openalex.org/A5068651250', 'https://openalex.org/A5030079806', 'https://openalex.org/A5056499434']"
133,https://openalex.org/W1997810707,2007,136,['https://openalex.org/A5055710645']
134,https://openalex.org/W2106114848,2011,135,"['https://openalex.org/A5051257652', 'https://openalex.org/A5000679279']"
135,https://openalex.org/W2001185702,2013,132,"['https://openalex.org/A5043657584', 'https://openalex.org/A5017914184', 'https://openalex.org/A5018267828', 'https://openalex.org/A5001535499']"
136,https://openalex.org/W2073594025,2014,132,"['https://openalex.org/A5043657584', 'https://openalex.org/A5017914184', 'https://openalex.org/A5090464049', 'https://openalex.org/A5052190429']"
137,https://openalex.org/W3125470894,2015,131,"['https://openalex.org/A5023764588', 'https://openalex.org/A5031982402', 'https://openalex.org/A5029549179', 'https://openalex.org/A5056499434']"
138,https://openalex.org/W1562837433,2011,120,"['https://openalex.org/A5017914184', 'https://openalex.org/A5077470909']"
139,https://openalex.org/W1725218028,2008,120,"['https://openalex.org/A5017914184', 'https://openalex.org/A5077470909']"
140,https://openalex.org/W1974795908,2010,114,"['https://openalex.org/A5031955814', 'https://openalex.org/A5017914184']"
141,https://openalex.org/W1979286295,2010,105,"['https://openalex.org/A5087414125', 'https://openalex.org/A5034438905', 'https://openalex.org/A5010700730', 'https://openalex.org/A5013430806']"
142,https://openalex.org/W2544588668,2015,103,"['https://openalex.org/A5073697071', 'https://openalex.org/A5055710645', 'https://openalex.org/A5065743725']"
143,https://openalex.org/W3100075748,2014,100,"['https://openalex.org/A5027855219', 'https://openalex.org/A5053938061']"
144,https://openalex.org/W2890416412,2017,99,"['https://openalex.org/A5055710645', 'https://openalex.org/A5015520086', 'https://openalex.org/A5091272738', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281']"
145,https://openalex.org/W3152245102,2014,98,"['https://openalex.org/A5056499434', 'https://openalex.org/A5076651767']"
146,https://openalex.org/W2970854840,2019,97,"['https://openalex.org/A5027041171', 'https://openalex.org/A5016054994', 'https://openalex.org/A5055710645', 'https://openalex.org/A5017529415']"
147,https://openalex.org/W2090754762,2014,95,['https://openalex.org/A5000679279']
148,https://openalex.org/W2065613767,2014,94,"['https://openalex.org/A5043657584', 'https://openalex.org/A5017914184', 'https://openalex.org/A5031955814']"
149,https://openalex.org/W4293657805,2014,92,"['https://openalex.org/A5081744093', 'https://openalex.org/A5055710645']"
150,https://openalex.org/W2808105152,2018,90,['https://openalex.org/A5055710645']
151,https://openalex.org/W3103665095,2013,89,"['https://openalex.org/A5071390808', 'https://openalex.org/A5027855219', 'https://openalex.org/A5027859155', 'https://openalex.org/A5065692438', 'https://openalex.org/A5053938061']"
152,https://openalex.org/W2790414966,2018,88,"['https://openalex.org/A5077470909', 'https://openalex.org/A5017914184']"
153,https://openalex.org/W2166771689,2013,87,"['https://openalex.org/A5081744093', 'https://openalex.org/A5055710645', 'https://openalex.org/A5076876084', 'https://openalex.org/A5011012964']"
154,https://openalex.org/W2913317949,2014,87,"['https://openalex.org/A5039019367', 'https://openalex.org/A5064274071', 'https://openalex.org/A5055710645', 'https://openalex.org/A5040052580']"
155,https://openalex.org/W1979868049,2014,86,"['https://openalex.org/A5049833225', 'https://openalex.org/A5005203311', 'https://openalex.org/A5066457794', 'https://openalex.org/A5083317378', 'https://openalex.org/A5060956412', 'https://openalex.org/A5073813720', 'https://openalex.org/A5034438905']"
156,https://openalex.org/W2745133928,2017,86,"['https://openalex.org/A5015520086', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281']"
157,https://openalex.org/W1964939062,2013,85,"['https://openalex.org/A5031955814', 'https://openalex.org/A5017914184']"
158,https://openalex.org/W2028401222,2013,85,"['https://openalex.org/A5017914184', 'https://openalex.org/A5077004082', 'https://openalex.org/A5084482242', 'https://openalex.org/A5031955814', 'https://openalex.org/A5062678392']"
159,https://openalex.org/W2964269387,2016,85,"['https://openalex.org/A5021261847', 'https://openalex.org/A5047847314', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738']"
160,https://openalex.org/W2340840968,2016,84,"['https://openalex.org/A5072548400', 'https://openalex.org/A5078651528', 'https://openalex.org/A5051257652', 'https://openalex.org/A5000679279']"
161,https://openalex.org/W2771827553,2017,81,"['https://openalex.org/A5005890680', 'https://openalex.org/A5040523461', 'https://openalex.org/A5000086314', 'https://openalex.org/A5022164958', 'https://openalex.org/A5005448339', 'https://openalex.org/A5051842323']"
162,https://openalex.org/W3004425213,2020,80,"['https://openalex.org/A5052536455', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
163,https://openalex.org/W3125978185,2014,78,"['https://openalex.org/A5056499434', 'https://openalex.org/A5023764588']"
164,https://openalex.org/W2265595858,2016,77,"['https://openalex.org/A5043155699', 'https://openalex.org/A5081429241', 'https://openalex.org/A5080592530', 'https://openalex.org/A5048789742', 'https://openalex.org/A5000679279']"
165,https://openalex.org/W2897663057,2018,74,"['https://openalex.org/A5023764588', 'https://openalex.org/A5011966983', 'https://openalex.org/A5070767048', 'https://openalex.org/A5078163766', 'https://openalex.org/A5056499434']"
166,https://openalex.org/W3003691606,2020,73,"['https://openalex.org/A5012327209', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
167,https://openalex.org/W2951296833,2019,60,"['https://openalex.org/A5017914184', 'https://openalex.org/A5085938112', 'https://openalex.org/A5090907589', 'https://openalex.org/A5036140366']"
168,https://openalex.org/W3125479368,2021,59,"['https://openalex.org/A5017914184', 'https://openalex.org/A5080394708', 'https://openalex.org/A5059022198', 'https://openalex.org/A5071203255', 'https://openalex.org/A5058989081', 'https://openalex.org/A5090637102', 'https://openalex.org/A5087861219', 'https://openalex.org/A5000943764']"
169,https://openalex.org/W3122148888,2021,58,"['https://openalex.org/A5008069881', 'https://openalex.org/A5034438905', 'https://openalex.org/A5066457794']"
170,https://openalex.org/W3189072387,2021,56,"['https://openalex.org/A5011168888', 'https://openalex.org/A5030987696', 'https://openalex.org/A5014647140', 'https://openalex.org/A5080732494', 'https://openalex.org/A5054707908', 'https://openalex.org/A5000679279']"
171,https://openalex.org/W3035019713,2020,54,"['https://openalex.org/A5040523461', 'https://openalex.org/A5062910836', 'https://openalex.org/A5068811427']"
172,https://openalex.org/W3000677638,2020,53,"['https://openalex.org/A5021346979', 'https://openalex.org/A5053938061', 'https://openalex.org/A5050099046']"
173,https://openalex.org/W3080740455,2020,48,"['https://openalex.org/A5043657584', 'https://openalex.org/A5017914184', 'https://openalex.org/A5070568926']"
